date,Ta_Avg（℃）,RH-Avg（%）,TC_10cm℃,TC_20cm℃,TC_30cm℃,OT1,OT,OT3,EC_10cmds/m,EC_20cmds/m,EC_30cmds/m
2021-05-13 00:30:00,17.0,86.0,19.26,19.07,18.24,23.9,35.3,20.39,0.322,0.775,0.164
2021-05-13 01:00:00,16.34,88.7,19.09,18.99,18.24,23.84,35.34,20.26,0.324,0.773,0.165
2021-05-13 01:30:00,16.51,89.5,18.93,18.91,18.22,23.76,35.26,20.27,0.32,0.776,0.166
2021-05-13 02:00:00,16.71,89.6,18.77,18.83,18.19,23.95,35.45,20.49,0.323,0.778,0.165
2021-05-13 02:30:00,17.33,87.8,18.64,18.75,18.19,23.97,35.01,20.63,0.323,0.777,0.166
2021-05-13 03:00:00,17.6,86.2,18.53,18.69,18.17,23.46,35.05,20.19,0.324,0.775,0.165
2021-05-13 03:30:00,17.34,86.7,18.45,18.61,18.14,23.9,35.15,20.25,0.322,0.777,0.166
2021-05-13 04:00:00,16.66,88.2,18.38,18.56,18.11,23.6,35.15,20.59,0.319,0.776,0.165
2021-05-13 04:30:00,16.22,89.9,18.27,18.48,18.09,24.07,35.19,20.64,0.321,0.774,0.165
2021-05-13 05:00:00,15.63,91.2,18.17,18.43,18.06,23.62,35.23,20.37,0.321,0.777,0.164
2021-05-13 05:30:00,16.07,90.7,18.06,18.35,18.03,23.31,34.88,20.26,0.321,0.779,0.166
2021-05-13 06:00:00,15.99,90.2,17.96,18.3,17.98,23.75,35.5,20.28,0.322,0.776,0.166
2021-05-13 06:30:00,17.02,88.5,17.88,18.24,17.96,23.69,35.16,20.72,0.32,0.778,0.167
2021-05-13 07:00:00,18.68,84.1,17.8,18.17,17.93,23.72,34.9,20.47,0.32,0.779,0.167
2021-05-13 07:30:00,19.79,83.5,17.8,18.11,17.9,23.84,35.24,20.52,0.321,0.777,0.165
2021-05-13 08:00:00,20.85,81.8,17.9,18.06,17.88,23.73,35.14,20.74,0.318,0.777,0.166
2021-05-13 08:30:00,22.17,78.09,18.11,18.03,17.83,23.87,35.15,20.25,0.318,0.774,0.165
2021-05-13 09:00:00,23.21,75.29,18.43,18.01,17.8,23.96,35.36,20.64,0.32,0.779,0.166
2021-05-13 09:30:00,23.93,73.18,18.91,18.01,17.77,23.73,35.09,20.71,0.319,0.774,0.164
2021-05-13 10:00:00,24.63,70.91,19.42,18.03,17.75,23.68,34.82,20.45,0.32,0.774,0.163
2021-05-13 10:30:00,25.29,68.52,19.94,18.09,17.72,24.04,35.12,20.3,0.319,0.773,0.163
2021-05-13 11:00:00,25.62,66.53,20.49,18.17,17.72,23.95,35.04,20.37,0.318,0.772,0.164
2021-05-13 11:30:00,26.25,63.18,21.08,18.3,17.72,23.85,35.05,20.65,0.319,0.772,0.163
2021-05-13 12:00:00,26.72,60.07,21.59,18.4,17.72,24.01,35.37,20.29,0.319,0.772,0.163
2021-05-13 12:30:00,26.65,60.99,22.14,18.56,17.75,23.71,35.15,20.23,0.318,0.772,0.164
2021-05-13 13:00:00,26.7,59.34,22.67,18.69,17.77,23.82,34.92,20.2,0.32,0.771,0.163
2021-05-13 13:30:00,27.14,58.68,23.0,18.88,17.8,23.8,34.81,20.34,0.318,0.768,0.165
2021-05-13 14:00:00,27.48,56.84,23.18,19.04,17.83,23.73,35.21,20.18,0.32,0.765,0.162
2021-05-13 14:30:00,27.84,55.39,23.3,19.2,17.88,23.46,34.73,19.67,0.321,0.764,0.163
2021-05-13 15:00:00,27.79,55.72,23.39,19.34,17.93,23.49,34.83,19.88,0.321,0.767,0.164
2021-05-13 15:30:00,27.65,55.05,23.42,19.47,18.01,23.75,34.95,20.17,0.32,0.764,0.161
2021-05-13 16:00:00,27.15,58.05,23.36,19.58,18.06,23.88,35.04,20.05,0.321,0.762,0.162
2021-05-13 16:30:00,26.96,57.61,23.27,19.69,18.11,24.09,34.81,19.98,0.321,0.765,0.16
2021-05-13 17:00:00,27.05,57.4,23.09,19.77,18.19,24.05,35.02,19.89,0.321,0.767,0.163
2021-05-13 17:30:00,26.86,57.9,22.91,19.83,18.24,23.9,34.99,20.11,0.322,0.766,0.16
2021-05-13 18:00:00,25.93,62.41,22.76,19.88,18.3,23.9,35.09,20.21,0.322,0.767,0.163
2021-05-13 18:30:00,25.34,64.93,22.58,19.91,18.35,23.88,34.76,20.19,0.322,0.766,0.161
2021-05-13 19:00:00,24.8,66.62,22.38,19.94,18.4,23.56,34.46,19.75,0.325,0.769,0.162
2021-05-13 19:30:00,23.82,69.95,22.17,19.94,18.45,23.62,34.71,19.71,0.326,0.77,0.161
2021-05-13 20:00:00,23.37,71.49,21.97,19.94,18.48,23.64,34.73,19.84,0.323,0.769,0.161
2021-05-13 20:30:00,22.7,77.36,21.71,19.94,18.53,23.43,34.52,19.75,0.326,0.772,0.161
2021-05-13 21:00:00,21.62,83.3,21.48,19.91,18.56,23.84,35.09,19.96,0.323,0.772,0.16
2021-05-13 21:30:00,20.69,86.3,21.25,19.88,18.59,23.81,35.1,19.99,0.323,0.774,0.162
2021-05-13 22:00:00,20.39,87.2,21.05,19.85,18.61,23.96,35.05,20.22,0.324,0.774,0.16
2021-05-13 22:30:00,19.97,88.6,20.82,19.8,18.64,23.96,35.15,19.98,0.324,0.774,0.161
2021-05-13 23:00:00,20.04,88.0,20.63,19.77,18.64,23.49,34.98,19.73,0.323,0.774,0.159
2021-05-13 23:30:00,19.55,89.4,20.43,19.72,18.67,23.67,35.16,20.01,0.322,0.776,0.16
2021-05-14 00:00:00,19.07,90.6,20.27,19.63,18.67,23.9,35.04,20.06,0.322,0.776,0.16
2021-05-14 00:30:00,19.66,90.5,20.1,19.58,18.67,23.31,35.09,19.89,0.323,0.774,0.16
2021-05-14 01:00:00,19.52,90.4,19.94,19.53,18.64,23.69,34.91,19.81,0.323,0.778,0.162
2021-05-14 01:30:00,19.61,91.0,19.83,19.47,18.64,23.86,34.78,19.85,0.322,0.775,0.159
2021-05-14 02:00:00,19.71,90.8,19.72,19.42,18.64,23.79,35.1,20.05,0.323,0.777,0.16
2021-05-14 02:30:00,19.17,92.3,19.61,19.34,18.64,23.66,34.99,19.71,0.323,0.779,0.158
2021-05-14 03:00:00,19.11,93.7,19.53,19.28,18.61,23.57,34.95,19.7,0.323,0.778,0.159
2021-05-14 03:30:00,19.26,93.3,19.44,19.23,18.59,23.6,35.16,20.0,0.322,0.777,0.162
2021-05-14 04:00:00,19.54,93.2,19.39,19.17,18.56,23.31,34.84,19.64,0.322,0.779,0.16
2021-05-14 04:30:00,19.81,92.3,19.34,19.12,18.56,23.58,35.0,19.82,0.323,0.777,0.158
2021-05-14 05:00:00,19.74,93.0,19.28,19.09,18.53,23.69,35.1,19.96,0.321,0.78,0.159
2021-05-14 05:30:00,19.93,92.7,19.26,19.04,18.51,23.83,35.3,19.95,0.322,0.779,0.158
2021-05-14 06:00:00,20.2,91.3,19.23,19.01,18.48,23.69,35.17,20.13,0.318,0.78,0.158
2021-05-14 06:30:00,20.51,90.4,19.23,18.96,18.48,23.44,35.11,20.11,0.319,0.779,0.159
2021-05-14 07:00:00,21.04,88.5,19.2,18.93,18.45,23.6,35.23,19.97,0.321,0.78,0.157
2021-05-14 07:30:00,21.64,86.0,19.26,18.91,18.43,23.6,35.07,19.96,0.322,0.78,0.158
2021-05-14 08:00:00,21.73,85.1,19.34,18.88,18.4,23.77,35.16,19.87,0.321,0.782,0.159
2021-05-14 08:30:00,22.25,83.5,19.5,18.85,18.38,23.87,35.22,20.06,0.32,0.781,0.159
2021-05-14 09:00:00,22.65,82.0,19.69,18.85,18.38,23.61,34.84,20.02,0.322,0.776,0.16
2021-05-14 09:30:00,23.01,80.4,19.94,18.85,18.35,23.59,34.57,19.3,0.32,0.778,0.157
2021-05-14 10:00:00,23.06,79.7,20.18,18.88,18.35,24.04,34.58,19.89,0.32,0.776,0.159
2021-05-14 10:30:00,23.58,78.0,20.43,18.91,18.32,23.73,35.02,19.92,0.319,0.777,0.157
2021-05-14 11:00:00,24.22,75.7,20.6,18.96,18.32,23.74,35.11,19.59,0.321,0.775,0.156
2021-05-14 11:30:00,24.1,76.01,20.88,19.01,18.32,23.65,34.43,19.74,0.32,0.777,0.159
2021-05-14 12:00:00,24.02,77.04,21.16,19.07,18.35,23.62,34.94,20.07,0.32,0.775,0.157
2021-05-14 12:30:00,24.49,74.82,21.36,19.12,18.35,23.93,35.23,19.96,0.321,0.779,0.157
2021-05-14 13:00:00,24.5,75.33,21.48,19.2,18.35,23.78,34.89,20.05,0.32,0.775,0.159
2021-05-14 13:30:00,24.86,73.46,21.62,19.28,18.38,23.78,35.24,19.42,0.319,0.776,0.156
2021-05-14 14:00:00,24.7,73.12,21.79,19.34,18.38,23.74,35.13,19.9,0.319,0.776,0.157
2021-05-14 14:30:00,24.78,72.99,21.97,19.42,18.4,23.61,34.91,19.67,0.319,0.777,0.157
2021-05-14 15:00:00,25.37,71.47,22.05,19.5,18.43,23.59,35.0,19.58,0.319,0.775,0.157
2021-05-14 15:30:00,25.83,70.21,22.14,19.55,18.45,23.7,34.81,19.36,0.321,0.776,0.156
2021-05-14 16:00:00,25.42,70.7,22.23,19.63,18.48,23.91,35.18,19.74,0.322,0.775,0.155
2021-05-14 16:30:00,24.87,72.88,22.29,19.69,18.53,23.63,35.1,19.57,0.321,0.775,0.155
2021-05-14 17:00:00,24.63,73.53,22.26,19.74,18.56,23.75,34.93,19.95,0.322,0.776,0.157
2021-05-14 17:30:00,24.33,76.34,22.14,19.8,18.59,23.43,34.92,19.22,0.323,0.774,0.155
2021-05-14 18:00:00,24.21,76.37,22.0,19.83,18.64,23.81,34.93,19.63,0.322,0.776,0.155
2021-05-14 18:30:00,23.85,78.51,21.85,19.88,18.67,23.9,35.13,19.6,0.323,0.779,0.157
2021-05-14 19:00:00,23.39,80.6,21.68,19.88,18.69,23.67,34.8,19.37,0.323,0.778,0.157
2021-05-14 19:30:00,23.01,81.8,21.53,19.88,18.72,23.65,35.19,19.49,0.323,0.777,0.156
2021-05-14 20:00:00,22.59,84.5,21.39,19.88,18.75,23.32,34.58,19.32,0.324,0.779,0.156
2021-05-14 20:30:00,22.44,84.8,21.25,19.85,18.77,23.84,34.97,19.76,0.322,0.781,0.156
2021-05-14 21:00:00,22.08,85.8,21.11,19.85,18.8,23.66,35.24,19.74,0.323,0.782,0.156
2021-05-14 21:30:00,21.33,89.2,20.96,19.83,18.8,23.73,35.15,19.67,0.323,0.782,0.154
2021-05-14 22:00:00,20.84,90.1,20.82,19.8,18.83,23.4,35.05,19.37,0.323,0.78,0.154
2021-05-14 22:30:00,20.66,89.9,20.68,19.77,18.83,23.78,34.99,19.45,0.323,0.783,0.155
2021-05-14 23:00:00,20.05,91.9,20.52,19.74,18.83,23.42,34.57,19.32,0.324,0.783,0.153
2021-05-14 23:30:00,20.15,93.1,20.38,19.72,18.83,23.77,35.0,19.69,0.32,0.782,0.155
2021-05-15 00:00:00,20.82,90.4,20.27,19.66,18.83,23.61,34.97,19.72,0.321,0.782,0.154
2021-05-15 00:30:00,20.75,90.4,20.18,19.63,18.83,23.64,34.98,19.64,0.323,0.781,0.154
2021-05-15 01:00:00,19.89,92.2,20.1,19.58,18.83,23.56,35.08,19.51,0.323,0.782,0.154
2021-05-15 01:30:00,19.51,93.7,20.02,19.55,18.83,23.45,34.9,19.4,0.324,0.785,0.155
2021-05-15 02:00:00,19.2,94.1,19.91,19.5,18.8,23.41,34.72,19.49,0.322,0.784,0.154
2021-05-15 02:30:00,19.08,94.9,19.8,19.44,18.8,23.65,34.9,19.57,0.321,0.784,0.154
2021-05-15 03:00:00,19.24,94.9,19.69,19.42,18.8,23.39,34.77,19.19,0.321,0.785,0.155
2021-05-15 03:30:00,19.24,94.9,19.61,19.36,18.77,23.21,34.85,19.42,0.322,0.782,0.153
2021-05-15 04:00:00,19.71,94.4,19.55,19.31,18.77,23.69,35.3,19.83,0.324,0.785,0.154
2021-05-15 04:30:00,19.79,93.4,19.5,19.28,18.75,23.7,35.23,19.32,0.323,0.785,0.156
2021-05-15 05:00:00,19.33,94.6,19.47,19.23,18.72,23.71,34.89,19.46,0.322,0.784,0.156
2021-05-15 05:30:00,19.28,95.1,19.42,19.2,18.69,23.53,34.97,19.34,0.323,0.783,0.155
2021-05-15 06:00:00,19.5,94.8,19.39,19.17,18.69,23.59,35.09,19.51,0.322,0.785,0.154
2021-05-15 06:30:00,20.2,93.1,19.34,19.12,18.67,23.71,34.98,19.42,0.32,0.784,0.154
2021-05-15 07:00:00,20.52,92.9,19.34,19.09,18.64,23.35,34.82,19.12,0.32,0.785,0.157
2021-05-15 07:30:00,21.56,90.1,19.34,19.07,18.61,23.67,35.02,19.4,0.324,0.788,0.154
2021-05-15 08:00:00,21.71,89.6,19.42,19.04,18.61,23.66,35.08,19.71,0.32,0.783,0.155
2021-05-15 08:30:00,21.74,91.0,19.5,19.01,18.59,23.69,35.07,19.5,0.321,0.785,0.153
2021-05-15 09:00:00,22.43,88.0,19.58,19.01,18.59,23.57,35.08,19.22,0.321,0.782,0.153
2021-05-15 09:30:00,23.06,85.6,19.66,18.99,18.56,23.8,35.18,19.52,0.321,0.785,0.151
2021-05-15 10:00:00,22.92,85.9,19.8,18.99,18.53,23.47,34.97,19.5,0.319,0.787,0.154
2021-05-15 10:30:00,23.07,85.5,19.96,19.01,18.53,23.33,34.73,19.23,0.32,0.785,0.153
2021-05-15 11:00:00,23.14,85.8,20.1,19.04,18.51,23.81,35.25,19.39,0.321,0.786,0.153
2021-05-15 11:30:00,23.21,87.2,20.21,19.04,18.51,23.61,35.13,19.57,0.321,0.786,0.153
2021-05-15 12:00:00,22.91,89.4,20.32,19.07,18.51,23.38,34.83,19.19,0.321,0.785,0.153
2021-05-15 12:30:00,22.14,92.4,20.43,19.09,18.51,23.79,35.32,19.4,0.322,0.785,0.152
2021-05-15 13:00:00,21.7,93.6,20.54,19.15,18.51,23.71,34.86,19.36,0.323,0.788,0.153
2021-05-15 13:30:00,21.59,94.4,20.63,19.17,18.51,23.69,35.06,19.43,0.32,0.784,0.153
2021-05-15 14:00:00,20.86,95.0,20.63,19.2,18.53,23.45,34.88,19.07,0.322,0.784,0.152
2021-05-15 14:30:00,20.51,96.1,20.6,19.23,18.53,23.66,34.96,19.42,0.322,0.785,0.153
2021-05-15 15:00:00,20.49,95.7,20.54,19.26,18.53,23.64,34.83,19.45,0.322,0.784,0.151
2021-05-15 15:30:00,20.69,92.6,20.49,19.28,18.56,24.08,35.02,19.28,0.324,0.786,0.153
2021-05-15 16:00:00,20.49,89.7,20.4,19.28,18.56,23.85,35.14,19.36,0.324,0.787,0.152
2021-05-15 16:30:00,19.68,90.4,20.35,19.28,18.56,23.53,34.93,19.23,0.326,0.787,0.152
2021-05-15 17:00:00,18.76,93.0,20.27,19.28,18.59,23.58,35.07,19.4,0.325,0.787,0.152
2021-05-15 17:30:00,18.19,94.9,20.16,19.28,18.59,23.77,35.35,19.37,0.327,0.789,0.153
2021-05-15 18:00:00,17.01,94.6,20.02,19.28,18.59,23.67,34.87,19.36,0.327,0.787,0.152
2021-05-15 18:30:00,15.76,94.2,19.88,19.26,18.59,23.65,35.11,19.55,0.327,0.789,0.153
2021-05-15 19:00:00,14.33,92.7,19.72,19.23,18.61,23.87,35.25,19.34,0.326,0.788,0.153
2021-05-15 19:30:00,13.59,93.5,19.47,19.2,18.59,23.73,35.15,19.13,0.329,0.789,0.152
2021-05-15 20:00:00,13.0,94.8,19.2,19.15,18.59,23.83,35.19,19.27,0.328,0.792,0.152
2021-05-15 20:30:00,12.72,95.6,18.93,19.09,18.59,23.75,35.46,19.1,0.325,0.787,0.151
2021-05-15 21:00:00,12.79,96.1,18.67,19.04,18.59,23.76,35.19,19.13,0.33,0.788,0.15
2021-05-15 21:30:00,13.0,96.4,18.45,18.96,18.56,23.74,34.87,19.47,0.33,0.789,0.151
2021-05-15 22:00:00,13.35,96.5,18.27,18.85,18.53,23.93,35.05,18.99,0.331,0.792,0.151
2021-05-15 22:30:00,13.46,96.5,18.11,18.77,18.51,24.0,34.96,19.63,0.331,0.791,0.151
2021-05-15 23:00:00,13.35,95.8,18.01,18.69,18.48,23.66,34.93,19.34,0.331,0.791,0.153
2021-05-15 23:30:00,13.11,96.1,17.9,18.61,18.45,24.05,35.13,19.38,0.335,0.792,0.152
2021-05-16 00:00:00,12.88,96.4,17.77,18.53,18.43,24.04,35.19,19.52,0.336,0.791,0.15
2021-05-16 00:30:00,12.7,95.8,17.67,18.45,18.4,24.33,35.1,19.38,0.353,0.793,0.15
2021-05-16 01:00:00,12.16,94.8,17.54,18.4,18.35,24.62,35.17,19.46,0.382,0.79,0.15
2021-05-16 01:30:00,11.95,95.2,17.41,18.32,18.32,26.37,35.3,19.43,0.428,0.792,0.151
2021-05-16 02:00:00,12.03,95.8,17.31,18.24,18.27,27.11,34.93,19.25,0.468,0.791,0.152
2021-05-16 02:30:00,12.23,95.0,17.18,18.17,18.24,27.74,35.05,19.35,0.494,0.791,0.15
2021-05-16 03:00:00,12.43,92.4,17.11,18.09,18.19,28.4,34.98,19.3,0.511,0.793,0.152
2021-05-16 03:30:00,12.49,91.2,17.03,18.03,18.14,28.94,35.25,19.19,0.527,0.79,0.151
2021-05-16 04:00:00,12.48,90.7,16.93,17.96,18.11,28.95,34.69,19.29,0.536,0.79,0.149
2021-05-16 04:30:00,12.38,91.8,16.83,17.88,18.06,29.73,34.94,19.34,0.546,0.789,0.15
2021-05-16 05:00:00,12.36,92.3,16.75,17.8,18.03,29.92,34.82,19.18,0.555,0.79,0.149
2021-05-16 05:30:00,12.39,91.0,16.67,17.75,17.98,30.05,35.14,19.26,0.56,0.79,0.151
2021-05-16 06:00:00,12.3,90.9,16.62,17.67,17.93,30.5,35.02,19.47,0.563,0.789,0.15
2021-05-16 06:30:00,12.1,90.8,16.55,17.62,17.9,30.43,35.21,19.43,0.572,0.79,0.149
2021-05-16 07:00:00,11.81,91.5,16.5,17.54,17.85,30.59,35.16,19.31,0.575,0.793,0.148
2021-05-16 07:30:00,11.35,92.3,16.45,17.49,17.8,30.95,35.27,19.18,0.577,0.791,0.152
2021-05-16 08:00:00,11.27,92.5,16.42,17.44,17.75,31.15,35.2,19.34,0.585,0.789,0.151
2021-05-16 08:30:00,12.02,93.4,16.37,17.39,17.72,31.18,35.44,19.35,0.591,0.79,0.149
2021-05-16 09:00:00,13.37,94.2,16.37,17.34,17.67,31.43,35.08,19.24,0.601,0.789,0.151
2021-05-16 09:30:00,14.32,90.1,16.42,17.28,17.62,31.98,35.09,19.12,0.605,0.789,0.148
2021-05-16 10:00:00,14.18,88.4,16.6,17.23,17.59,32.15,35.0,19.05,0.611,0.787,0.147
2021-05-16 10:30:00,14.03,88.8,16.78,17.21,17.54,32.41,35.01,19.35,0.613,0.788,0.149
2021-05-16 11:00:00,14.57,87.4,16.9,17.21,17.52,32.67,35.03,18.96,0.614,0.787,0.149
2021-05-16 11:30:00,15.99,83.4,17.03,17.21,17.49,32.83,35.24,19.16,0.62,0.789,0.15
2021-05-16 12:00:00,17.2,75.79,17.18,17.21,17.44,33.4,34.98,19.27,0.62,0.784,0.152
2021-05-16 12:30:00,17.82,70.55,17.52,17.21,17.41,32.99,35.0,19.41,0.618,0.788,0.149
2021-05-16 13:00:00,18.21,66.17,17.9,17.23,17.39,33.31,34.96,19.07,0.619,0.791,0.148
2021-05-16 13:30:00,17.93,64.35,18.35,17.31,17.39,32.98,35.28,19.36,0.62,0.789,0.15
2021-05-16 14:00:00,18.01,65.06,18.69,17.39,17.39,33.3,35.29,19.16,0.622,0.788,0.149
2021-05-16 14:30:00,18.41,63.2,18.83,17.46,17.36,33.59,35.2,19.25,0.622,0.787,0.148
2021-05-16 15:00:00,19.56,60.76,18.91,17.54,17.36,33.33,34.97,19.12,0.621,0.785,0.15
2021-05-16 15:30:00,19.74,57.92,19.01,17.62,17.39,33.5,35.09,19.37,0.618,0.788,0.149
2021-05-16 16:00:00,19.49,56.7,19.09,17.7,17.39,33.28,34.78,19.2,0.62,0.787,0.149
2021-05-16 16:30:00,19.13,57.84,19.17,17.75,17.41,33.53,34.87,19.38,0.619,0.787,0.15
2021-05-16 17:00:00,18.78,58.73,19.17,17.8,17.41,33.52,35.22,19.28,0.619,0.788,0.148
2021-05-16 17:30:00,18.64,62.23,19.15,17.85,17.44,33.33,34.96,19.07,0.621,0.789,0.151
2021-05-16 18:00:00,18.34,62.94,19.09,17.9,17.46,33.27,34.91,19.23,0.618,0.785,0.149
2021-05-16 18:30:00,17.86,67.65,19.01,17.93,17.49,33.77,35.07,18.98,0.616,0.785,0.149
2021-05-16 19:00:00,16.88,79.29,18.88,17.96,17.49,33.62,35.28,19.04,0.618,0.789,0.15
2021-05-16 19:30:00,16.23,83.7,18.72,17.96,17.52,33.62,35.26,18.96,0.617,0.789,0.149
2021-05-16 20:00:00,15.7,83.5,18.56,17.96,17.54,33.18,34.84,19.18,0.616,0.792,0.147
2021-05-16 20:30:00,15.31,84.6,18.38,17.96,17.57,33.78,35.09,19.26,0.619,0.79,0.149
2021-05-16 21:00:00,14.76,86.9,18.19,17.93,17.57,33.77,35.11,18.83,0.614,0.79,0.149
2021-05-16 21:30:00,14.49,86.1,18.03,17.9,17.57,33.62,34.89,19.46,0.613,0.791,0.148
2021-05-16 22:00:00,14.31,84.7,17.85,17.88,17.57,33.53,34.94,19.02,0.615,0.791,0.148
2021-05-16 22:30:00,14.01,84.1,17.7,17.83,17.59,33.45,34.77,18.64,0.613,0.793,0.147
2021-05-16 23:00:00,13.4,83.9,17.52,17.77,17.57,33.52,35.02,19.17,0.61,0.79,0.147
2021-05-16 23:30:00,12.79,83.5,17.36,17.72,17.57,33.63,35.28,19.0,0.61,0.793,0.149
2021-05-17 00:00:00,12.2,84.3,17.16,17.67,17.54,33.4,35.1,19.21,0.611,0.793,0.146
2021-05-17 00:30:00,12.08,83.5,16.95,17.62,17.54,33.8,35.05,19.11,0.609,0.793,0.148
2021-05-17 01:00:00,11.65,84.3,16.72,17.54,17.52,33.44,34.98,19.25,0.607,0.79,0.146
2021-05-17 01:30:00,11.41,85.6,16.52,17.46,17.49,33.51,34.92,18.84,0.606,0.793,0.148
2021-05-17 02:00:00,11.54,85.3,16.32,17.39,17.46,33.68,34.89,18.95,0.605,0.79,0.149
2021-05-17 02:30:00,11.35,85.9,16.15,17.31,17.44,33.42,34.85,18.91,0.604,0.788,0.146
2021-05-17 03:00:00,11.79,84.7,15.95,17.23,17.41,33.66,35.12,18.9,0.607,0.79,0.148
2021-05-17 03:30:00,11.12,86.6,15.78,17.13,17.36,33.76,35.17,19.05,0.604,0.793,0.147
2021-05-17 04:00:00,9.87,90.3,15.63,17.05,17.34,33.44,34.7,18.97,0.601,0.791,0.149
2021-05-17 04:30:00,10.57,90.0,15.48,16.95,17.28,33.66,35.06,19.04,0.599,0.792,0.146
2021-05-17 05:00:00,9.74,90.6,15.33,16.88,17.26,33.39,34.95,18.81,0.599,0.79,0.147
2021-05-17 05:30:00,9.29,92.7,15.16,16.78,17.21,33.68,34.89,18.72,0.599,0.793,0.146
2021-05-17 06:00:00,10.57,90.0,15.04,16.7,17.16,33.49,35.01,19.13,0.594,0.793,0.148
2021-05-17 06:30:00,12.15,87.5,14.9,16.6,17.11,33.52,34.83,18.97,0.597,0.793,0.146
2021-05-17 07:00:00,14.24,83.7,14.8,16.5,17.08,33.51,35.11,19.06,0.595,0.789,0.145
2021-05-17 07:30:00,15.56,81.5,14.77,16.42,17.0,33.4,34.93,19.02,0.594,0.793,0.146
2021-05-17 08:00:00,16.8,77.34,14.8,16.35,16.95,33.47,34.73,18.88,0.593,0.794,0.145
2021-05-17 08:30:00,18.84,71.5,15.02,16.27,16.9,33.67,35.09,18.99,0.591,0.792,0.147
2021-05-17 09:00:00,20.01,63.76,15.58,16.22,16.85,33.53,34.98,18.88,0.589,0.79,0.147
2021-05-17 09:30:00,21.3,61.13,16.4,16.25,16.8,33.45,35.1,18.93,0.587,0.789,0.144
2021-05-17 10:00:00,22.21,55.61,17.36,16.3,16.75,33.66,34.99,18.81,0.583,0.79,0.146
2021-05-17 10:30:00,23.13,54.46,18.14,16.4,16.72,33.39,35.18,18.64,0.582,0.788,0.146
2021-05-17 11:00:00,23.8,52.76,18.93,16.55,16.72,33.6,34.92,19.02,0.583,0.786,0.145
2021-05-17 11:30:00,24.49,52.15,19.91,16.72,16.7,33.43,35.06,19.05,0.582,0.783,0.147
2021-05-17 12:00:00,24.54,51.25,20.85,16.93,16.72,33.48,34.74,18.78,0.578,0.785,0.146
2021-05-17 12:30:00,25.26,49.5,21.62,17.18,16.72,33.55,34.81,19.08,0.58,0.783,0.144
2021-05-17 13:00:00,25.86,46.77,22.02,17.44,16.78,33.25,35.04,18.68,0.578,0.783,0.145
2021-05-17 13:30:00,26.14,46.66,22.52,17.7,16.83,33.33,34.87,18.91,0.578,0.782,0.144
2021-05-17 14:00:00,26.32,45.97,22.94,17.96,16.9,33.37,34.9,18.78,0.581,0.783,0.142
2021-05-17 14:30:00,26.43,46.51,23.18,18.19,16.98,33.38,34.73,18.57,0.577,0.782,0.145
2021-05-17 15:00:00,26.69,41.35,23.21,18.43,17.05,33.17,34.56,18.66,0.58,0.78,0.144
2021-05-17 15:30:00,26.98,40.43,23.12,18.61,17.16,33.11,34.76,18.69,0.578,0.781,0.145
2021-05-17 16:00:00,27.16,39.03,22.91,18.8,17.26,33.1,34.93,18.69,0.58,0.78,0.146
2021-05-17 16:30:00,27.18,39.87,22.64,18.93,17.36,33.13,34.96,18.87,0.579,0.783,0.144
2021-05-17 17:00:00,26.54,42.66,22.32,19.04,17.44,32.98,34.81,18.7,0.579,0.78,0.145
